genes	PT_Myc_PTEN_MGT_b1_TPM	PT_Myc_PTEN_MGT_b2_TPM	PT_Myc_PTEN_MGT_b3_TPM	PT_Myc_PTEN_MGT_b4_TPM	PT_Myc_PTEN_MGT_b5_TPM	PT_Myc_PTEN_MGT_b6_TPM	PT_Myc_PTEN_MGT_b7_TPM	PT_Myc_PTEN_MGT_b8_TPM	PT_Myc_PTEN_MGT_b9_TPM	PT_Myc_PTEN_MGT_b10_TPM	PT_Myc_PTEN_MGT_b11_TPM	PT_Myc_PTEN_MGT_b12_TPM	PT_Myc_PTEN_MGT_b13_TPM
Slc38a11	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a2	117.8434972	226.9769086	244.2074005	165.2652308	171.1365434	97.44805762	191.576406	126.0367463	77.39022634	172.9935237	166.381586	257.131135	148.0476714
Slc38a3	3.319535132	4.017290418	5.860977611	5.973442077	5.901260116	51.28845138	90.63829963	71.48352775	39.42520965	5.96529392	2.029043732	68.06412397	58.01868202
Slc38a4	1.659767566	4.017290418	1.953659204	1.991147359	5.901260116	0	0	0	0	1.988431307	56.8132245	0	0
Slc38a5	0	0	0	1.991147359	0	1.709615046	0	0	0	0	0	0	0
Slc38a6	14.9379081	30.12967813	23.44391044	23.89376831	25.57212717	17.09615046	16.47969084	11.2868728	10.22135065	23.86117568	14.20330612	13.23469077	12.00386524
Slc38a7	14.9379081	16.06916167	19.53659204	19.91147359	21.63795376	20.51538055	35.01934304	26.33603654	20.4427013	21.87274437	18.26139359	22.68804132	28.0090189
Slc38a8	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a9	4.979302698	4.017290418	3.907318407	3.982294718	5.901260116	5.128845138	6.179884065	3.762290934	2.9203859	3.976862613	2.029043732	5.672010331	4.001288415
Slc39a1	84.64814587	110.4754865	126.9878482	117.4776942	133.761896	90.60959744	98.87814505	82.77040055	59.86791095	131.2364662	119.7135802	79.40814463	112.0360756
Slc39a10	11.61837296	42.18154939	19.53659204	21.90262095	23.60504046	6.838460184	24.71953626	9.405727335	2.9203859	21.87274437	26.37756852	11.34402066	10.00322104
Slc39a11	39.83442159	30.12967813	33.21220646	33.8495051	49.17716763	46.15960624	49.43907252	45.14749121	71.54945454	35.79176352	38.55183091	54.8294332	44.01417256
Slc39a12	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a13	34.85511889	60.25935627	60.56343531	59.73442077	66.88094798	27.35384074	24.71953626	31.97947294	21.90289425	71.58352704	71.01653062	17.01603099	30.00966311
Slc39a14	51.45279455	86.37174399	119.1732114	125.4422836	82.61764162	71.80383193	49.43907252	67.72123682	26.2834731	103.3984279	215.0786356	43.48541253	124.0399409
Slc39a2	1.659767566	2.008645209	1.953659204	1.991147359	7.868346821	0	0	0	4.38057885	1.988431307	0	1.89067011	0
Slc39a3	19.91721079	20.08645209	19.53659204	19.91147359	23.60504046	22.2249956	39.13926575	39.50405481	24.82328015	25.84960699	30.43565598	34.03206198	40.01288415
Slc39a4	13.27814053	20.08645209	44.93416168	21.90262095	13.76960694	11.96730532	6.179884065	3.762290934	1.46019295	21.87274437	0	5.672010331	0
Slc39a5	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a6	49.79302698	58.25071106	52.7487985	63.71671548	60.97968786	25.64422569	26.77949762	30.09832747	11.6815436	41.75705744	60.87131196	28.36005165	30.00966311
Slc39a7	229.0479241	257.1065867	285.2342437	274.7783355	295.0630058	276.9576374	284.274667	327.3193113	286.1978182	322.1258717	302.3275161	281.7098464	234.0753723
Slc39a8	9.958605397	10.04322604	11.72195522	11.94688415	15.73669364	15.38653541	28.83945897	5.643436401	2.9203859	7.953725227	6.087131196	3.78134022	2.000644207
Slc39a9	28.21604862	46.19883981	41.02684328	43.80524189	43.27590752	42.74037615	90.63829963	62.07780041	39.42520965	39.76862613	36.52278718	69.95479408	68.02190305
Slc3a1	3.319535132	4.017290418	5.860977611	5.973442077	3.93417341	6.838460184	10.29980678	9.405727335	4.38057885	5.96529392	6.087131196	11.34402066	8.00257683
Slc3a2	192.5330377	156.6743263	197.3195796	217.0350621	179.0048902	312.8595534	366.6731212	246.4300562	445.3588497	242.5886194	206.9624607	270.3658258	308.0992079
Slc40a1	31.53558376	14.06051646	25.39756965	31.85835774	53.11134104	30.77307083	20.59961355	11.2868728	5.8407718	25.84960699	8.116174928	7.562680441	18.00579787
Slc41a1	36.51488646	50.21613022	42.98050248	59.73442077	41.30882081	47.86922129	84.45841556	97.81956429	51.10675325	43.74548875	48.69704957	100.2055158	128.0412293
Slc41a2	6.639070265	10.04322604	9.768296018	9.955736794	11.80252023	8.54807523	4.11992271	3.762290934	1.46019295	9.942156533	30.43565598	7.562680441	8.00257683
Slc41a3	4.979302698	6.025935627	7.814636815	7.964589435	9.835433526	5.128845138	4.11992271	5.643436401	2.9203859	7.953725227	10.14521866	3.78134022	6.001932622
Slc43a1	3.319535132	8.034580836	5.860977611	3.982294718	5.901260116	1.709615046	0	0	1.46019295	5.96529392	6.087131196	0	0
Slc43a2	24.89651349	36.15561376	33.21220646	31.85835774	19.67086705	13.67692037	12.35976813	9.405727335	8.761157699	31.81490091	16.23234986	5.672010331	28.0090189
Slc43a3	14.9379081	30.12967813	41.02684328	41.81409454	53.11134104	34.19230092	22.65957491	24.45489107	7.300964749	43.74548875	52.75513703	11.34402066	18.00579787
Slc44a1	13.27814053	40.17290418	35.16586567	39.82294718	53.11134104	29.06345578	43.25918846	41.38520028	13.14173655	31.81490091	28.40661225	56.72010331	92.02963354
Slc44a2	78.00907561	130.5619386	162.1537139	135.3980204	108.1897688	82.06152221	82.3984542	65.84009135	56.94752505	127.2596036	75.07461808	66.17345386	100.0322104
Slc44a3	21.57697836	8.034580836	13.67561443	21.90262095	15.73669364	49.57883633	61.79884065	52.67207308	35.0446308	13.91901915	2.029043732	64.28278375	66.02125885
Slc44a4	6.639070265	2.008645209	5.860977611	5.973442077	3.93417341	5.128845138	2.059961355	3.762290934	1.46019295	3.976862613	0	5.672010331	8.00257683
Slc44a5	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a2	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a3	13.27814053	12.05187125	11.72195522	17.92032623	9.835433526	10.25769028	6.179884065	7.524581868	5.8407718	17.89588176	2.029043732	11.34402066	6.001932622
Slc45a4	11.61837296	22.0950973	15.62927363	19.91147359	19.67086705	10.25769028	18.5396522	18.81145467	13.14173655	21.87274437	24.34852478	28.36005165	14.00450945
Slc46a1	23.23674593	14.06051646	17.58293283	21.90262095	17.70378035	54.70768147	43.25918846	41.38520028	70.0892616	21.87274437	12.17426239	37.8134022	42.01352836
Slc46a2	1.659767566	0	0	0	3.93417341	1.709615046	0	0	0	0	0	0	0
Slc46a3	6.639070265	4.017290418	5.860977611	7.964589435	7.868346821	22.2249956	41.1992271	20.69260014	29.203859	5.96529392	4.058087464	32.14139187	12.00386524
Slc47a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc47a2	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc48a1	69.71023778	94.40632482	117.2195522	101.5485153	98.35433526	82.06152221	59.7388793	80.88925509	59.86791095	95.44470272	68.98748689	103.9868561	112.0360756
Slc4a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a10	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a11	3.319535132	70.30258231	48.84148009	51.76983133	7.868346821	3.419230092	4.11992271	5.643436401	4.38057885	41.75705744	4.058087464	13.23469077	4.001288415
Slc4a1ap	24.89651349	34.14696855	29.30488806	25.88491566	29.50630058	29.06345578	41.1992271	35.74176387	24.82328015	27.83803829	30.43565598	37.8134022	30.00966311
Slc4a2	41.49418915	70.30258231	74.23904974	71.68130492	66.88094798	54.70768147	78.27853149	84.65154602	59.86791095	85.50254619	87.24888048	68.06412397	88.02834513
Slc4a3	8.298837831	6.025935627	5.860977611	9.955736794	7.868346821	6.838460184	8.23984542	13.16801827	5.8407718	9.942156533	8.116174928	5.672010331	8.00257683
Slc4a4	6.639070265	2.008645209	1.953659204	1.991147359	1.967086705	3.419230092	4.11992271	20.69260014	1.46019295	1.988431307	2.029043732	9.453350551	68.02190305
Slc4a5	0	0	0	0	0	0	0	0	1.46019295	0	0	0	0
Slc4a7	6.639070265	20.08645209	13.67561443	13.93803151	11.80252023	5.128845138	10.29980678	7.524581868	1.46019295	9.942156533	22.31948105	13.23469077	10.00322104
Slc4a8	1.659767566	4.017290418	3.907318407	1.991147359	0	0	0	0	0	1.988431307	4.058087464	0	0
Slc4a9	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc50a1	78.00907561	70.30258231	82.05368655	77.65474699	78.68346821	85.4807523	65.91876336	69.60238228	80.31061224	85.50254619	83.19079301	56.72010331	58.01868202
Slc51a	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc51b	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc52a2	16.59767566	18.07780688	15.62927363	17.92032623	17.70378035	17.09615046	20.59961355	20.69260014	26.2834731	19.88431307	28.40661225	32.14139187	14.00450945
Slc52a3	3.319535132	8.034580836	7.814636815	7.964589435	9.835433526	3.419230092	2.059961355	1.881145467	1.46019295	7.953725227	0	0	0
Slc5a1	8.298837831	2.008645209	3.907318407	5.973442077	23.60504046	17.09615046	28.83945897	16.9303092	11.6815436	5.96529392	0	34.03206198	20.00644207
Slc5a10	4.979302698	12.05187125	11.72195522	11.94688415	7.868346821	1.709615046	2.059961355	1.881145467	1.46019295	9.942156533	4.058087464	1.89067011	0
Slc5a11	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a12	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a2	8.298837831	8.034580836	7.814636815	7.964589435	11.80252023	8.54807523	18.5396522	16.9303092	14.6019295	9.942156533	14.20330612	15.12536088	12.00386524
Slc5a3	9.958605397	14.06051646	17.58293283	11.94688415	13.76960694	18.80576551	100.9381064	16.9303092	11.6815436	9.942156533	38.55183091	22.68804132	48.01546098
Slc5a4a	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a4b	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a5	6.639070265	6.025935627	3.907318407	5.973442077	3.93417341	1.709615046	2.059961355	1.881145467	0	3.976862613	0	3.78134022	0
Slc5a6	13.27814053	6.025935627	7.814636815	9.955736794	9.835433526	6.838460184	8.23984542	9.405727335	4.38057885	5.96529392	4.058087464	9.453350551	8.00257683
Slc5a7	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a8	13.27814053	2.008645209	7.814636815	7.964589435	13.76960694	8.54807523	10.29980678	7.524581868	7.300964749	5.96529392	0	15.12536088	14.00450945
Slc5a9	19.91721079	6.025935627	15.62927363	17.92032623	17.70378035	34.19230092	51.49903388	39.50405481	17.5223154	21.87274437	0	37.8134022	44.01417256
Slc6a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a11	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a12	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a13	0	2.008645209	0	0	0	0	0	0	0	0	0	0	0
Slc6a14	3.319535132	14.06051646	15.62927363	7.964589435	19.67086705	8.54807523	20.59961355	5.643436401	7.300964749	15.90745045	2.029043732	9.453350551	6.001932622
Slc6a15	3.319535132	2.008645209	3.907318407	3.982294718	5.901260116	3.419230092	4.11992271	13.16801827	1.46019295	1.988431307	0	1.89067011	10.00322104
Slc6a16	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a17	0	0	1.953659204	0	1.967086705	0	2.059961355	0	0	3.976862613	2.029043732	0	0
Slc6a18	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a19	0	0	0	0	0	1.709615046	0	0	0	0	0	0	0
Slc6a19os	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a2	6.639070265	2.008645209	3.907318407	5.973442077	5.901260116	1.709615046	32.95938168	65.84009135	0	3.976862613	2.029043732	1.89067011	42.01352836
Slc6a20a	0	0	0	1.991147359	1.967086705	0	0	0	0	0	0	0	0
Slc6a20b	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a21	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a3	0	0	1.953659204	0	0	0	0	0	0	0	0	0	0
Slc6a4	1.659767566	4.017290418	3.907318407	1.991147359	1.967086705	0	0	0	0	3.976862613	2.029043732	0	0
Slc6a5	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a6	39.83442159	88.3803892	72.28539054	111.5042521	106.2226821	46.15960624	39.13926575	50.79092761	16.06212245	107.3752906	87.24888048	30.25072176	92.02963354
Slc6a7	3.319535132	0	1.953659204	1.991147359	9.835433526	0	0	0	0	0	0	0	0
Slc6a8	61.41139995	78.33716315	74.23904974	73.67245228	112.1239422	64.96537175	107.1179905	86.53269149	91.99215584	81.52568357	111.5974053	100.2055158	104.0334988
Slc6a9	6.639070265	6.025935627	7.814636815	9.955736794	9.835433526	5.128845138	8.23984542	5.643436401	8.761157699	7.953725227	20.29043732	7.562680441	10.00322104
Slc7a1	8.298837831	30.12967813	21.49025124	23.89376831	29.50630058	10.25769028	47.37911117	22.57374561	11.6815436	15.90745045	32.46469971	34.03206198	24.00773049
Slc7a10	3.319535132	0	1.953659204	1.991147359	0	1.709615046	0	0	0	1.988431307	0	0	0
Slc7a11	1.659767566	8.034580836	5.860977611	3.982294718	5.901260116	1.709615046	0	0	0	5.96529392	6.087131196	0	2.000644207
Slc7a12	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a13	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a14	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a15	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a2	14.9379081	22.0950973	27.35122885	29.86721038	17.70378035	10.25769028	8.23984542	7.524581868	1.46019295	23.86117568	24.34852478	1.89067011	14.00450945
Slc7a3	0	0	0	0	1.967086705	0	2.059961355	0	1.46019295	0	2.029043732	1.89067011	0
Slc7a4	6.639070265	2.008645209	3.907318407	5.973442077	5.901260116	20.51538055	30.89942033	26.33603654	24.82328015	3.976862613	0	30.25072176	24.00773049
Slc7a5	41.49418915	72.31122752	46.88782089	61.72556812	66.88094798	117.9634382	308.9942033	154.2539283	258.4541521	55.67607659	154.2073236	251.4591247	162.0521808
Slc7a6	19.91721079	36.15561376	31.25854726	33.8495051	33.44047399	13.67692037	10.29980678	13.16801827	4.38057885	33.80333221	56.8132245	13.23469077	8.00257683
Slc7a6os	94.60675127	56.24206585	60.56343531	69.69015756	55.07842775	56.41729652	53.55899523	75.24581868	43.8057885	65.61823312	62.90035569	68.06412397	42.01352836
Slc7a7	28.21604862	42.18154939	39.07318407	31.85835774	45.24299422	35.90191597	65.91876336	30.09832747	46.7261744	47.72235136	48.69704957	32.14139187	24.00773049
Slc7a8	11.61837296	84.36309878	66.42441293	53.76097869	17.70378035	6.838460184	6.179884065	5.643436401	5.8407718	41.75705744	30.43565598	11.34402066	8.00257683
Slc7a9	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc8a1	1.659767566	4.017290418	3.907318407	3.982294718	1.967086705	1.709615046	0	0	0	3.976862613	2.029043732	0	0
Slc8a2	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc8a3	0	0	0	0	1.967086705	0	0	0	0	0	0	0	0
Slc8b1	41.49418915	42.18154939	48.84148009	43.80524189	43.27590752	54.70768147	61.79884065	62.07780041	56.94752505	47.72235136	22.31948105	45.37608264	70.02254726
Slc9a1	34.85511889	42.18154939	39.07318407	47.78753661	43.27590752	23.93461064	39.13926575	60.19665495	20.4427013	49.71078267	44.6389621	45.37608264	84.02705671
Slc9a2	0	26.11238772	11.72195522	5.973442077	0	0	0	0	0	1.988431307	28.40661225	0	0
Slc9a3	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a3r1	199.1721079	208.8991017	205.1342164	193.1412938	135.7289827	170.9615046	218.3559036	259.5980745	255.5337662	220.715875	32.46469971	296.8352073	256.0824586
Slc9a3r2	59.75163238	40.17290418	48.84148009	59.73442077	53.11134104	147.026894	86.51837692	109.1064371	213.1881707	71.58352704	30.43565598	122.8935572	100.0322104
Slc9a4	1.659767566	0	1.953659204	0	1.967086705	0	0	0	0	0	2.029043732	0	0
Slc9a5	4.979302698	10.04322604	7.814636815	9.955736794	9.835433526	1.709615046	4.11992271	5.643436401	1.46019295	9.942156533	18.26139359	1.89067011	4.001288415
Slc9a6	14.9379081	12.05187125	13.67561443	15.92917887	15.73669364	13.67692037	20.59961355	11.2868728	10.22135065	11.93058784	14.20330612	13.23469077	10.00322104
Slc9a7	0	2.008645209	0	0	0	1.709615046	2.059961355	1.881145467	5.8407718	0	0	1.89067011	0
Slc9a8	18.25744323	22.0950973	23.44391044	29.86721038	19.67086705	23.93461064	37.07930439	47.02863668	24.82328015	23.86117568	20.29043732	34.03206198	38.01223994
Slc9a9	8.298837831	6.025935627	5.860977611	7.964589435	5.901260116	5.128845138	4.11992271	1.881145467	1.46019295	7.953725227	6.087131196	0	2.000644207
Slc9b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9b2	1.659767566	12.05187125	3.907318407	1.991147359	7.868346821	3.419230092	2.059961355	1.881145467	1.46019295	13.91901915	8.116174928	1.89067011	2.000644207
Slc9c1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a4	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a5	44.81372429	16.06916167	15.62927363	29.86721038	19.67086705	78.64229212	18.5396522	13.16801827	17.5223154	21.87274437	2.029043732	18.9067011	30.00966311
Slco1a6	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1b2	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1c1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco2a1	23.23674593	112.4841317	97.68296018	147.3449046	47.21008093	54.70768147	187.4564833	201.282565	62.78829685	91.46784011	109.5683615	79.40814463	196.0631323
Slco2b1	8.298837831	4.017290418	3.907318407	5.973442077	5.901260116	5.128845138	2.059961355	1.881145467	1.46019295	3.976862613	4.058087464	1.89067011	4.001288415
Slco3a1	13.27814053	24.10374251	19.53659204	19.91147359	17.70378035	8.54807523	6.179884065	9.405727335	1.46019295	21.87274437	10.14521866	5.672010331	10.00322104
Slco4a1	1.659767566	20.08645209	13.67561443	3.982294718	9.835433526	1.709615046	0	1.881145467	0	5.96529392	2.029043732	1.89067011	0
Slco4c1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco5a1	0	2.008645209	1.953659204	1.991147359	3.93417341	0	0	0	0	0	0	0	0
Slco6b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6d1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slf1	6.639070265	8.034580836	7.814636815	9.955736794	7.868346821	6.838460184	16.47969084	11.2868728	2.9203859	7.953725227	16.23234986	7.562680441	8.00257683
Slfn1	3.319535132	26.11238772	17.58293283	11.94688415	1.967086705	1.709615046	2.059961355	3.762290934	0	11.93058784	6.087131196	0	8.00257683
Slfn10-ps	0	10.04322604	1.953659204	5.973442077	1.967086705	1.709615046	2.059961355	1.881145467	0	1.988431307	4.058087464	0	6.001932622
Slfn14	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn2	61.41139995	140.6051646	121.1268706	87.61048379	47.21008093	49.57883633	80.33849285	129.7990372	17.5223154	85.50254619	56.8132245	88.86149518	112.0360756
Slfn3	0	6.025935627	1.953659204	1.991147359	1.967086705	0	2.059961355	0	0	1.988431307	10.14521866	0	2.000644207
Slfn4	1.659767566	50.21613022	17.58293283	11.94688415	3.93417341	1.709615046	2.059961355	3.762290934	0	13.91901915	4.058087464	1.89067011	12.00386524
Slfn5	11.61837296	50.21613022	21.49025124	23.89376831	15.73669364	10.25769028	12.35976813	16.9303092	1.46019295	15.90745045	12.17426239	5.672010331	24.00773049
Slfn5os	1.659767566	6.025935627	3.907318407	1.991147359	3.93417341	1.709615046	4.11992271	1.881145467	1.46019295	3.976862613	4.058087464	1.89067011	2.000644207
Slfn8	4.979302698	12.05187125	5.860977611	7.964589435	5.901260116	5.128845138	12.35976813	26.33603654	1.46019295	5.96529392	6.087131196	13.23469077	40.01288415
Slfn9	0	8.034580836	5.860977611	7.964589435	7.868346821	1.709615046	20.59961355	18.81145467	1.46019295	5.96529392	26.37756852	11.34402066	16.00515366
Slfnl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slirp	310.3765349	210.9077469	169.9683507	201.1058832	206.5441041	256.4422569	154.4971016	156.1350738	116.815436	145.1554854	172.4687172	162.5976295	158.0508924
Slit1	1.659767566	14.06051646	9.768296018	1.991147359	3.93417341	0	2.059961355	0	0	9.942156533	2.029043732	0	2.000644207
Slit2	1.659767566	14.06051646	11.72195522	7.964589435	11.80252023	3.419230092	2.059961355	0	0	11.93058784	12.17426239	0	0
Slit3	8.298837831	44.1901946	39.07318407	21.90262095	47.21008093	6.838460184	8.23984542	3.762290934	1.46019295	45.73392005	12.17426239	0	2.000644207
Slitrk1	0	0	0	0	0	0	0	0	0	0	4.058087464	0	0
Slitrk2	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk3	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk4	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk5	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk6	1.659767566	16.06916167	37.11952487	29.86721038	9.835433526	0	2.059961355	1.881145467	1.46019295	27.83803829	8.116174928	0	10.00322104
Slk	39.83442159	80.34580836	64.47075372	63.71671548	68.84803468	30.77307083	57.67891794	50.79092761	16.06212245	61.64137051	79.13270555	43.48541253	48.01546098
Slmap	49.79302698	60.25935627	66.42441293	75.66359964	57.04551445	52.99806643	84.45841556	50.79092761	24.82328015	55.67607659	52.75513703	62.39211364	78.02512409
Slmo1	0	0	0	0	0	0	2.059961355	0	0	0	2.029043732	0	0
Slmo2	91.28721614	114.4927769	85.96100496	103.5396627	98.35433526	54.70768147	65.91876336	65.84009135	55.4873321	77.54882096	91.30696794	69.95479408	38.01223994
Sln	0	0	0	0	0	1.709615046	0	0	0	7.953725227	2.029043732	0	0
Slpi	2092.966901	2378.235927	1029.5784	1485.39593	1024.852173	721.4575494	117.4177972	274.6472382	67.1688757	749.6386026	245.5142916	138.018918	210.0676418
Sltm	59.75163238	68.29393711	72.28539054	79.64589435	70.81512139	61.54614166	67.97872472	84.65154602	43.8057885	73.57195835	71.01653062	64.28278375	74.02383568
Slu7	33.19535132	36.15561376	39.07318407	35.84065246	37.3746474	39.32114606	47.37911117	43.26634574	26.2834731	35.79176352	42.60991837	43.48541253	46.01481677
Slurp1	1.659767566	0	1.953659204	0	7.868346821	0	0	0	0	1.988431307	0	0	0
Slurp2	0	0	0	0	3.93417341	0	0	0	0	0	0	0	0
Slx	0	0	0	0	0	0	0	0	0	0	0	0	0
Slx1b	6.639070265	6.025935627	5.860977611	9.955736794	9.835433526	8.54807523	8.23984542	11.2868728	7.300964749	7.953725227	8.116174928	9.453350551	8.00257683
Slx4	6.639070265	12.05187125	9.768296018	9.955736794	11.80252023	5.128845138	10.29980678	11.2868728	5.8407718	9.942156533	16.23234986	13.23469077	10.00322104
Slx4ip	1.659767566	4.017290418	1.953659204	3.982294718	3.93417341	1.709615046	4.11992271	1.881145467	0	3.976862613	4.058087464	1.89067011	4.001288415
Slxl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sly	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad1	56.43209725	46.19883981	44.93416168	39.82294718	37.3746474	22.2249956	28.83945897	20.69260014	17.5223154	35.79176352	38.55183091	28.36005165	20.00644207
Smad2	11.61837296	16.06916167	15.62927363	17.92032623	15.73669364	10.25769028	14.41972949	13.16801827	5.8407718	17.89588176	16.23234986	13.23469077	12.00386524
Smad3	21.57697836	74.31987273	50.7951393	45.79638925	29.50630058	27.35384074	72.09864743	35.74176387	14.6019295	43.74548875	38.55183091	34.03206198	44.01417256
Smad4	43.15395672	74.31987273	66.42441293	57.74327341	57.04551445	34.19230092	59.7388793	45.14749121	16.06212245	63.62980181	83.19079301	56.72010331	48.01546098
Smad5	39.83442159	42.18154939	48.84148009	53.76097869	45.24299422	27.35384074	47.37911117	41.38520028	14.6019295	47.72235136	68.98748689	37.8134022	36.01159573
Smad6	8.298837831	4.017290418	7.814636815	9.955736794	15.73669364	6.838460184	12.35976813	13.16801827	2.9203859	11.93058784	4.058087464	5.672010331	8.00257683
Smad7	8.298837831	36.15561376	31.25854726	23.89376831	21.63795376	8.54807523	20.59961355	20.69260014	8.761157699	35.79176352	34.49374344	13.23469077	16.00515366
Smad9	0	0	0	0	0	0	0	0	0	0	0	0	0
Smagp	74.68954048	34.14696855	48.84148009	47.78753661	45.24299422	112.834593	133.8974881	118.5121644	160.6212245	41.75705744	12.17426239	124.7842273	132.0425177
Smap1	74.68954048	112.4841317	91.82198257	95.57507322	76.7163815	49.57883633	63.85880201	54.55321855	35.0446308	83.51411488	85.21983674	60.50144353	50.01610519
Smap2	34.85511889	52.22477543	48.84148009	47.78753661	45.24299422	37.61153101	43.25918846	39.50405481	32.1242449	49.71078267	42.60991837	51.04809298	42.01352836
Smarca1	1.659767566	2.008645209	1.953659204	1.991147359	5.901260116	1.709615046	0	0	0	1.988431307	8.116174928	0	0
Smarca2	31.53558376	32.13832334	35.16586567	39.82294718	39.3417341	34.19230092	53.55899523	30.09832747	16.06212245	31.81490091	26.37756852	30.25072176	32.01030732
Smarca4	69.71023778	82.35445357	72.28539054	87.61048379	76.7163815	44.4499912	88.57833827	94.05727335	58.407718	89.4794088	95.3650554	77.51747452	82.0264125
Smarca5	46.47349185	32.13832334	29.30488806	35.84065246	33.44047399	27.35384074	39.13926575	33.86061841	11.6815436	29.8264696	34.49374344	37.8134022	32.01030732
Smarca5-ps	0	2.008645209	1.953659204	1.991147359	1.967086705	1.709615046	2.059961355	1.881145467	0	1.988431307	2.029043732	1.89067011	2.000644207
Smarcad1	14.9379081	18.07780688	19.53659204	23.89376831	19.67086705	17.09615046	26.77949762	18.81145467	8.761157699	19.88431307	20.29043732	22.68804132	18.00579787
Smarcal1	9.958605397	8.034580836	7.814636815	11.94688415	9.835433526	10.25769028	16.47969084	13.16801827	11.6815436	9.942156533	12.17426239	9.453350551	14.00450945
Smarcb1	156.0181512	130.5619386	126.9878482	137.3891678	116.0581156	95.73844257	125.6576427	144.848201	122.6562078	143.1670541	211.0205481	96.42417562	102.0328546
Smarcc1	56.43209725	60.25935627	58.60977611	71.68130492	59.01260116	49.57883633	90.63829963	77.12696415	37.9650167	55.67607659	77.10366182	73.7361343	66.02125885
Smarcc2	66.39070265	62.26800148	68.37807213	83.62818907	66.88094798	54.70768147	117.4177972	88.41383695	55.4873321	79.53725227	68.98748689	94.53350551	72.02319147
Smarcd1	23.23674593	26.11238772	27.35122885	33.8495051	23.60504046	23.93461064	35.01934304	35.74176387	29.203859	33.80333221	38.55183091	32.14139187	24.00773049
Smarcd2	169.2962917	104.4495509	125.034189	143.3626098	131.7948093	188.0576551	236.8955558	184.3522558	159.1610315	125.2711723	89.27792421	149.3629387	132.0425177
Smarcd3	18.25744323	8.034580836	15.62927363	19.91147359	21.63795376	18.80576551	14.41972949	15.04916374	7.300964749	21.87274437	16.23234986	7.562680441	12.00386524
Smarce1	51.45279455	34.14696855	39.07318407	41.81409454	37.3746474	35.90191597	30.89942033	35.74176387	26.2834731	41.75705744	44.6389621	32.14139187	22.00708628
